image_id,min_depth,max_depth,mean_depth,std_depth,median_depth,depth_range
L3D122I72CYWQUPFR24IGH3P3XA888,1323,16534,2449.283166885376,627.6944317189323,2446.0,15211
L3D122I75HOTYUPFR24IGH3P3W2888,1511,4678,3014.0371068318686,561.3544318703214,2808.0,3167
L3D122I75K45AUPFR7ORFW3P3XI888,1356,4921,3274.070027033488,828.0804389536335,3520.0,3565
L3D122I76XUAIUPFX6UOYJ3P3WI888,611,3737,1714.7413145701091,891.2428176629176,1421.0,3126
L3D122I777GQAUPFX6UWMU3P3XQ888,1999,3960,3032.7809467315674,426.35493975942995,3132.0,1961
L3D122I777YQQUPFX6UWMU3P3WO888,1519,6328,3881.59561697642,996.2883020262872,4136.0,4809
L3D122I77HIFAUPFR7OU223P3XY888,708,5253,3033.073885599772,1054.9015431413607,3460.0,4545
L3D122I77HOLIUPFR7OU223P3XK888,464,5188,2975.398814201355,1180.2714841288598,3511.0,4724
L3D122I77IKTIUPFR7OU223P3WE888,1367,4213,3075.886036237081,645.2714048777117,3109.0,2846
L3D122I77K5HAUPFX6UWMU3P3W6888,1514,20452,3827.209239641825,3822.9345317775524,2962.0,18938
L3D122I77MSQQUPFR7OU223P3WW888,1374,4143,2860.1361316045127,539.3414750982606,2875.0,2769
L3D122I7BIDGAUPFR7OU223P3W6888,1172,3443,2402.1194944381714,539.0161306617391,2528.0,2271
L3D122I7CSBNAUPFX6UWMU3P3XK888,1669,18349,4640.202676773071,2184.36341578217,4106.0,16680
L3D122I7DGZHAUPFR7ONKW3P3WG888,106,5073,2328.6948760350547,1326.5193466146632,2258.0,4967
L3D122I7DKKCQUPFR7OOLD3P3XQ888,692,4640,2447.2155462900796,1039.518364800942,2745.0,3948
L3D122I7ERMFYUPFR24T363P3WY888,2087,5385,2875.5147800445557,502.8148586418817,2794.0,3298
L3D122I7FHEKAUPFRYIHUL3P3WQ888,1019,10352,3144.406517982483,1150.8333371693695,3141.0,9333
L3D122I7FHGYAUPFRYIHUL3P3XS888,907,4991,2899.6446800231934,1047.4080572955813,3015.0,4084
L3D122I7HJU7IUG5TL43KW3P3XU888,841,5365,2043.9630416234334,1126.0606174925313,1737.0,4524
L3D122I7LI5XAUPFX6U5UV3P3XS888,1241,4696,2538.01344871521,1002.7543599870853,2641.0,3455
L3D122I7LIALAUPFX6U5UV3P3WU888,1105,4538,2771.182756741842,772.1625325435691,2965.0,3433
L3D122I7M6GIIUG5TL4MMB3P3WS888,1051,4969,3360.524003982544,837.7109905700344,3526.0,3918
L3D122I7MN5SAUPFRYIB3L3P3XQ888,707,4364,2310.6356325149536,927.802970237289,2540.0,3657
L3D122I7MNNMQUPFR24EXZ3P3WS888,1104,3832,2403.2895555496216,647.3328255104564,2286.0,2728
L3D122I7PYQMYUG5TL4MMB3P3X2888,1776,5593,3569.2456862131753,877.102091898588,3401.0,3817
L3D122I7PYSDIUG5TL4MMB3P3WK888,1415,4490,3190.5237951278687,766.4694833573747,3460.0,3075
L3D122I7PYTJQUPFR7OW7K3P3WM888,790,24155,2513.997568766276,3290.759615130396,1271.0,23365
L3D122I7PYZ2QUG5TL4MMB3P3XS888,1415,4490,3189.947438875834,765.811689918556,3461.0,3075
L3D122I7PZ5MAUPFX6U5UV3P3WW888,990,3534,2499.4636611938477,381.9698410819785,2501.0,2544
L3D122I7RRC7IUPFR7OWN23P3W2888,1283,4779,2837.1994937260947,711.7211825320328,2890.0,3496
L3D122I7S3CEYUPFR24HBI3P3WO888,771,2363,1472.872782389323,502.78195561410524,1489.0,1592
L3D122I7TLQMYUPFR7OWN23P3XK888,1182,6286,2931.1522029240928,1547.83521014113,2706.0,5104
L3D122I7TLRJIUPFR7OWN23P3X2888,1663,5175,3418.7011896769204,743.8375176756737,3317.0,3512
L3D122I7TMPOQUPFR7OWN23P3WU888,1390,4733,2961.4660787582397,840.7683116992519,2664.0,3343
L3D122I7UGZMYUPFRYIQOY3P3WK888,1434,5671,2892.3751929601035,1302.945113380048,2567.0,4237
L3D122I7XL7NIUPFR7ORFW3P3XU888,1201,15560,3082.879737218221,2725.8215430416244,2543.0,14359
L3D122IRXGPJQUQP7UQX5D3P3XS888,1313,2784,1921.4695828755696,446.4068800949932,1746.0,1471
L3D122ISPMIYAUQP7UQYL33P3XG888,1040,4686,2983.6012846628823,831.960754343747,3243.0,3646
L3D122ISYTJTYUQPQHQHK73P3XM888,992,4367,3174.472964922587,524.1321613465745,3189.0,3375
L3D122IYENATIUG5TL4PBB3P3XE888,1049,6079,2254.6835521062217,1172.1533931292824,1880.0,5030
L3D122IYEVHLQUPFR24RDN3P3WS888,1551,14969,2823.1400197347007,914.4690817186256,2874.0,13418
L3D122IYG43RAUPFRYIDDP3P3WY888,1052,3793,2522.9216079711914,507.6774021905453,2597.0,2741
L3D122IYI37KYUPFRYI2XT3P3XY888,1306,15576,3770.892851829529,3949.875071797602,2534.0,14270
L3D122IYIVFGQUPFRYI2XT3P3XY888,1603,18716,2880.6520347595215,2032.0592892564152,2557.0,17113
L3D122IYK4RKIUPFRYI2XT3P3XQ888,1607,16611,2927.776841799418,2467.197930822701,2527.0,15004
L3D122IYKEGWAUPFRYI2XT3P3WI888,1197,6236,2516.849196434021,689.0927387243561,2603.0,5039
L3D122IYLPCTQUG5TL4SYW3P3WK888,280,4110,2310.3333654403687,828.1526423721173,2594.0,3830
L3D122IYMB3EYUPFR7OTTC3P3XA888,939,6036,3361.0876817703247,1411.9433640265272,4042.0,5097
L3D122IYNLCGAUG5TL4YP63P3XU888,1281,4033,2825.164429028829,661.4852976695146,2791.0,2752
L3D122IYNMMZYUG5TL4YP63P3XE888,1281,4033,2825.164429028829,661.4852976695146,2791.0,2752
L3D122IYNMSSYUG5TL4YP63P3XY888,1281,4033,2823.6915934880576,661.6938451421272,2788.0,2752
L3D122IYNR6WQUG5TL4YP63P3XO888,1076,3573,2030.2949326833088,612.3618176342877,1902.0,2497
L3D122IYNRB5AUG5TL4YP63P3W2888,523,4386,2278.1203972498574,958.6029289577764,2168.0,3863
L3D122IYOI6LQUPFRYIJGL3P3XG888,1651,6961,4132.688900947571,1209.021977959662,4183.0,5310
L3D122IYOIBJQUPFRYIJGL3P3XW888,1746,7358,4324.710695902507,1252.6209053201844,4424.0,5612
L3D122S0ENDIY5OJ2AUPFX6UN7T3P3XQ888,1970,3879,2994.4902521769204,360.5925942959978,3069.0,1909
L3D122S0ENDIY5OLXYUPFX6UN7T3P3XA888,1353,3192,2539.7840897242227,194.13680792599584,2557.0,1839
L3D122S0ENDIY5ONZQUPFX6UN7T3P3W6888,1902,3770,2902.032645225525,367.8861877526203,2977.0,1868
L3D122S0ENDIY5OOFIUPFX6UN7T3P3WY888,1902,3844,2985.6439520517984,360.6261071506549,3063.0,1942
L3D122S0ENDIY7CM4IUPFRYIGJU3P3W2888,1764,18433,3377.1108945210776,2792.5869693337117,2600.0,16669
L3D122S0ENDIY7W4NAUPFRYIGJU3P3XC888,588,4232,2560.5854285558066,762.6735871419694,2401.0,3644
L3D122S0ENDIYSNRCYUPFX6UWN33P3WW888,794,14088,2916.1067460378013,2756.4753534091356,2362.0,13294
L3D122S0ENDIYURTIYUG5TL4WYY3P3WE888,127,2633,1370.3048454920452,770.0834016273362,1482.0,2506
L3D122S0ENDIZ3O7FQUPFR7ONCE3P3W4888,1663,3541,2701.102031071981,528.8811173114626,2995.0,1878
L3D122S0ENDIZ3OBZYUPFR7ONCE3P3XI888,1260,3878,2618.679944038391,863.8238957852265,2854.0,2618
L3D122S0ENDIZ3OEWQUPFR7ONCE3P3XK888,1260,3836,2610.7903772989907,857.1938688208596,2830.0,2576
L3D122S0ENDIZAORPIUPFRYIHOT3P3XA888,964,4664,2855.387725830078,885.6636530681492,3102.0,3700
L3D122S0ENDIZBLLEAUPFX6UNLK3P3WK888,642,3926,1968.2783365249634,916.1530721065843,1888.0,3284
L3D122S0ENDIZBLLJIUPFX6UNLK3P3XC888,642,3926,1968.2783365249634,916.1530721065843,1888.0,3284
L3D122S0ENDIZGR5XYUPFR7O3XE3P3WQ888,2252,4133,3285.303464571635,382.0484571565465,3260.0,1881
L3D122S0ENDIZRODUIUPFR7OJ663P3WA888,1333,4209,2825.007495880127,726.6357755553249,3026.0,2876
L3D122S0ENDIZROF3IUPFR7OJ663P3XM888,1332,4232,2781.7900609970093,671.1463765823902,3015.0,2900
L3D122S0ENDIZUVANQUPFX6UULW3P3WI888,1426,3777,2337.1742979685464,485.60053466200714,2416.0,2351
L3D123I4QK4WIUPFX6URCA3P3XU888,720,4634,3069.1611609375,650.1903895477275,3222.0,3914
L3D123I52SMAYUPFR243333P3WQ888,1559,17107,3841.7642203125,3029.0723808426865,3220.0,15548
L3D123I53535YUPFR7OQFQ3P3X4888,879,3092,1645.2622421875,449.7882711657271,1521.0,2213
L3D123I54XPUAUPFX6U7FQ3P3XW888,685,3013,2107.80151328125,482.83957301431684,2233.0,2328
L3D123I55KSVAUPAJYCZU63P3WG888,1482,4752,3048.5477703125,636.2231961782251,3038.0,3270
L3D123I56B5IYUPFR7OZHS3P3WA888,404,2951,1890.668141015625,546.5961841418605,2036.0,2547
L3D123I56CPUYUPFR7OZHS3P3XU888,935,3788,2192.649981770833,823.5597264960508,1982.0,2853
L3D123I56IOEYUG5TL4IIN3P3XK888,1994,7873,4006.42176953125,1348.060615244828,3496.0,5879
L3D123I56RCOIUPFR24DRZ3P3WM888,1249,4129,2670.260991015625,717.3776688805974,2565.0,2880
L3D123I56RFUIUPFR24DRZ3P3W6888,1249,4129,2668.9633510416666,715.5948523230004,2566.0,2880
L3D123I572N3YUPFR7OZHS3P3WM888,1622,15297,3415.5123506510417,2995.7286526245653,2674.0,13675
L3D123I573ZQYUPCGB2C3V3P3W2888,2027,6983,3621.2261130208335,835.2049307826379,3455.0,4956
L3D123I57HMGAUPFX6UAC63P3WM888,1088,5079,2927.4576118489585,955.2876170775935,2951.0,3991
L3D123I5BEUSIUPFX6UUMI3P3XK888,1653,5952,3426.6834881510417,720.2727672098823,3584.0,4299
L3D123I5FEZPIUPFR7OSQN3P3XM888,1073,5536,3380.067601953125,1048.8696561469567,3290.0,4463
L3D123I5FGDNAUPFX6U6XN3P3UK888,1570,15163,3224.9099884114585,2659.9224887613,2849.0,13593
L3D123I5GLP5YUPFR7OSQN3P3WM888,965,3815,2506.8980903645834,820.1667183167567,2867.0,2850
L3D123I5GSA4QUPFR24EMA3P3UI888,1127,3237,2074.970046484375,605.8006456273386,1813.0,2110
L3D123I5H446IUPFR24EMA3P3XI888,1207,4430,2996.1043390625,731.4694853795918,2995.0,3223
L3D123I5IN4AAUPFR24EMA3P3XM888,2821,7271,4987.890051171875,1145.0224695422783,5388.0,4450
L3D123I5INAMAUPFR24EMA3P3WY888,2669,7315,4918.573637630208,1245.682657658146,5262.0,4646
L3D123I5INBGIUPFRYIHNV3P3WC888,2670,7102,4793.557998046875,1172.5590530824672,5072.0,4432
L3D123I5JEJBIUPFR24VKE3P3X4888,2540,6257,4643.959508854166,1049.2828374635806,5130.0,3717
L3D123I5JEN3AUPFR24VKE3P3XQ888,2691,6339,4765.699196744792,957.3944803398651,5121.0,3648
L3D123I5JEOIQUPFR24VKE3P3XS888,2782,6343,4874.312036458334,915.9261373033784,5193.0,3561
L3D123I5JF5MAUPFRYIVXG3P3X4888,2942,5929,4690.11230078125,745.7809921713664,4909.0,2987
L3D123I5JYZ6IUPFR24VKE3P3WC888,1240,3786,2673.56500390625,667.4157578350421,2893.0,2546
L3D123I5NXK7QUPFR243YY3P3XM888,1246,4019,3003.2323471354166,733.2533184874661,3254.0,2773
L3D123I5PELKQUPFR7OWDV3P3W6888,2354,8717,5288.465348307292,1620.1960559373795,5609.0,6363
L3D123I5T7OTAUPFX6U7FQ3P3WC888,1405,3502,2360.8025225260417,463.951990212121,2236.0,2097
L3D123I5T7PIIUPFX6U7FQ3P3WY888,1366,4437,2849.4075365885415,705.7449351389042,2823.0,3071
L3D123I5VJPMAUPFR7OQFQ3P3XI888,1973,5559,3239.4223432291665,496.58161013694087,3212.0,3586
L3D123I5WXILYUPFR7OQFQ3P3XM888,1225,3226,2400.58421171875,364.14638370891765,2444.0,2001
L3D123I5X7NUQUPFX6U7FQ3P3XI888,1342,7457,3440.4536846354167,1160.5260105761943,3192.0,6115
L3D123I5XNZGAUG5TL4PHW3P3XW888,1495,5541,3229.645281640625,804.3190557729209,3193.0,4046
L3D123I5XNZLQUPFRYIHMI3P3X6888,1170,6640,2277.0705756510415,752.9122758512715,1946.0,5470
L3D123I5YATUYUPFR243333P3WQ888,1092,5839,3456.21232109375,1193.4526841051886,3659.0,4747
L3D123I5YYTIIUPFX6U7FQ3P3X2888,1455,15575,2751.1299657552086,488.68742839788393,2787.0,14120
L3D123I625AKAUPFR24BM73P3XO888,1270,2896,2068.4311661458332,303.66618431731575,2128.0,1626
L3D123I626FWIUPFR24BM73P3WY888,1178,3301,2486.624854296875,471.22388641777854,2625.0,2123
L3D123I62G4CYUPFRYI2E23P3XM888,1291,4385,3012.423211979167,725.6278122332494,3076.0,3094
L3D123I65CAZAUPFR7OSKE3P3XQ888,1033,5514,3128.022308203125,875.4284350873614,3311.0,4481
L3D123I65CICIUG5TL463O3P3X4888,1846,9433,4031.8680345052085,1330.009548186406,3830.0,7587
L3D123I6656QQUPFR7OSKE3P3WA888,1142,4976,2926.4602891927084,1076.291937830018,3049.0,3834
L3D123I666NIIUPFRYIJDP3P3XU888,1204,3628,2613.514587890625,528.7218728464484,2754.0,2424
L3D123I66BPHQUG5TL463O3P3XM888,1542,4852,3231.766318359375,732.1179914373433,3419.0,3310
L3D123I66G3HAUPFR24BPU3P3WO888,1657,3386,2706.71750546875,344.6062738809926,2794.0,1729
L3D123I66ZMLIUPFR7OSKE3P3XA888,899,15961,2824.6232626302085,1850.6298457665716,2652.0,15062
L3D123I6A4LSIUPFX6U25H3P3WE888,1525,4538,3091.060880598958,558.2404045277706,3164.0,3013
L3D123I6A4MMAUPFX6U25H3P3WQ888,1897,6472,2886.21534921875,730.6768068171777,2586.0,4575
L3D123I6A5HMIUPFR24QBI3P3WE888,1169,3148,2209.40318125,382.0010213938194,2250.0,1979
L3D123I6A5HMIUPFR24QBI3P3XO888,1691,4231,3145.6876166666666,458.66128903909805,3181.0,2540
L3D123I6A664AUPFR24QBI3P3XU888,1169,3148,2209.40318125,382.0010213938194,2250.0,1979
L3D123I6A67CIUPFR24QBI3P3WQ888,1691,4231,3145.6876166666666,458.66128903909805,3181.0,2540
L3D123I6A6TIYUPFR24QBI3P3W2888,1691,4231,3145.6876166666666,458.66128903909805,3181.0,2540
L3D123I6A7GEIUPFR24QBI3P3UI888,1100,4881,3162.5338608072916,763.7127762292847,2935.0,3781
L3D123I6AGD7YUPFR24QBI3P3XO888,1587,7196,3028.6658057291666,675.3976969074494,2807.0,5609
L3D123I6AHPZYUPFX6U25H3P3UK888,1320,4077,2813.3546927083335,552.5722038077444,2893.0,2757
L3D123I6BUIZQUG5TL4PSH3P3XO888,876,4749,2420.0925540364583,843.9522596561208,2157.0,3873
L3D123I6C3PZAUPFR244MM3P3WM888,2249,25738,4400.085971354167,3545.0093562294014,3503.0,23489
L3D123I6C3PZAUPFR244MM3P3WY888,2249,7065,3751.8436515625,1109.0110620264759,3387.0,4816
L3D123I6CFJUIUPFR7ON3T3P3UK888,1554,16100,3211.397098958333,1539.9205539218785,3194.0,14546
L3D123I6CFLNYUPFR7ON3T3P3W4888,1554,16069,3186.5429134114584,1435.8920152222495,3195.0,14515
L3D123I6CZWIYUPFR244MM3P3W4888,1287,20539,3819.3011326822916,4375.128441439452,2911.0,19252
L3D123I6G2TMIUPFRYIHMI3P3WE888,1540,9205,2384.544983984375,616.4859467402839,2143.0,7665
L3D123I6IIJEAUPFX6U7FQ3P3XA888,2253,5836,3583.2068559895833,912.4501818612172,3322.0,3583
L3D123I6QANAIUG5TL4MMB3P3XG888,1778,4529,3237.070810546875,716.2495769336348,3289.0,2751
L3D123I6QNTTIUG5TL4MMB3P3XW888,1417,4425,3229.426167578125,763.7657105395011,3476.0,3008
L3D123I6RABGAUPFRYIB3L3P3XG888,1121,4961,2464.2131252604167,1058.830155320439,2175.0,3840
L3D123I6RALXIUPFX6U5UV3P3WO888,546,3691,1903.4562147135416,899.3644510965124,2187.0,3145
L3D123I6RP7GIUG5TL4MMB3P3WM888,1236,3766,2561.826758203125,543.8365370644605,2623.0,2530
L3D123I6RVVWAUPFR7OWSE3P3X2888,690,3883,2240.6242359375,952.6115236189293,2157.0,3193
L3D123I6SK4JYUPFRYIJIU3P3WW888,0,3362,1193.3947140625,889.1544699258334,1056.0,3362
L3D123I6SKHSAUPFRYIJIU3P3WU888,0,5199,1292.67907265625,1014.2834241314799,932.0,5199
L3D123I6TAWNQUPFR7OOVD3P3WY888,1637,5546,3577.176773697917,719.951385488232,3337.0,3909
L3D123I6TWXRYUPFR7OOVD3P3WO888,867,3366,2671.7237359375,353.98870964706606,2720.0,2499
L3D123I6VDBKYUPFR7OOVD3P3X2888,1637,5518,3264.4149001302085,916.0957907203046,3232.0,3881
L3D123I6VDSOYUPFR7OOVD3P3XQ888,1075,4241,2926.487877734375,693.8602511425128,2958.0,3166
L3D123I6VDZCQUPFR7OOVD3P3X4888,1910,5819,3644.617496744792,916.0012462599185,3401.0,3909
L3D123I6VEIBAUPFX6UOKO3P3WK888,1056,16698,2704.5942826822916,2163.1679113806485,2602.0,15642
L3D123I6VEICAUPFX6UOKO3P3XK888,596,17236,2334.8837203125,2454.3090521005133,2398.0,16640
L3D123I6VEK6IUPFR24NKD3P3XM888,2232,5753,3728.040545442708,784.45528205166,3514.0,3521
L3D123I6VPERYUPFRYIJIU3P3X6888,1231,3747,2651.0070069010417,551.6680010082608,2771.0,2516
L3D123I6VSHOYUG5TL4VVH3P3WA888,528,4014,2433.2073994791667,773.164837538055,2708.0,3486
L3D123I6VUFOYUPFRYIAMF3P3XI888,705,2798,1920.9583412760417,354.2404865619243,1943.0,2093
L3D123I6VVJQYUG5TL4VVH3P3WE888,1409,3988,3023.7515893229165,672.6961572673739,3285.0,2579
L3D123I6WCBSIUPFRYIAMF3P3UI888,1230,3398,2515.714126432292,492.5475534634069,2672.0,2168
L3D123I6WCT7IUPFRYIAMF3P3XU888,1310,3969,2737.4623080729166,532.1079282065888,2801.0,2659
L3D123I6WDS4IUPFRYIAMF3P3XW888,1308,3848,2657.092809375,513.2895384657658,2717.0,2540
L3D123I6XTLHYUG5TL4Y2X3P3WG888,1465,4089,2886.574195572917,658.774067207191,3135.0,2624
L3D123I6XTLHYUG5TL4Y2X3P3X2888,1465,4089,2886.574195703125,658.7740672156749,3135.0,2624
L3D123I6XTMEAUG5TL4Y2X3P3XY888,1465,4089,2888.5837108072915,659.3149964282297,3140.0,2624
L3D123I6Y4AAAUPFX6UDHB3P3WQ888,576,3600,2160.9919934895834,961.6057192658006,2604.0,3024
L3D123I6Y5R3AUPFR24GSN3P3XY888,1402,4397,2692.968203125,721.6305160473614,2569.0,2995
L3D123I6Y5YJYUG5TL4Y2X3P3XG888,1071,6114,3221.7146326822917,1108.6351212509442,3205.0,5043
L3D123I6Y64KQUG5TL4Y2X3P3XA888,1064,4038,2648.6178813802085,696.7364251985905,2628.0,2974
L3D123I6YKUNQUPFX6UDHB3P3XW888,1673,2837,2200.45618359375,220.79506892272605,2186.0,1164
L3D123I6YKVRYUPFX6UDHB3P3WG888,1452,3008,2214.4801608072917,305.9385871940168,2232.0,1556
L3D123I6YKVVYUPFX6UDHB3P3XS888,1610,16871,2570.452297916667,1558.51012708578,2308.0,15261
L3D123I6YOMUYUPFR7OVOW3P3WA888,1191,5163,2832.0694813802083,1027.9724458933504,2922.0,3972
L3D123I6YZMHIUPFRYIMRW3P3XU888,1224,3680,2557.414042578125,539.5858158133389,2693.0,2456
L3D123I6ZCGZYUG5TL4Y2X3P3XQ888,797,18983,4179.362027473959,2534.186692551065,3598.0,18186
L3D123I6ZCHZAUG5TL4Y2X3P3WU888,2151,15934,3324.7032791666666,1847.860039073978,2608.0,13783
L3D123I6ZWU4QUPFX6UDHB3P3XM888,1932,17197,3880.9163561197915,1597.3715210971318,3531.0,15265
L3D123I6ZXMWIUPFX6UDHB3P3XU888,2253,17190,3923.079554427083,1584.4337847536424,3512.0,14937
L3D123I737QQYUPFR24IGH3P3X4888,1727,7279,3259.504406770833,1002.7497666328044,3059.0,5552
L3D123I73KF2IUPFR7ORFW3P3XM888,629,5233,2702.279227734375,876.8024752335913,2808.0,4604
L3D123I73N2PQUPFRYIRBN3P3XK888,1325,4806,3098.8692059895834,708.6213920953238,3047.0,3481
L3D123I73NZUQUPFRYIRBN3P3XW888,1303,4780,3081.406248567708,709.2141621565215,3031.0,3477
L3D123I753X2QUPFX6ULBC3P3X4888,1269,3987,2686.151814322917,608.1605875984898,2838.0,2718
L3D123I75KHJAUPFR24IGH3P3WO888,860,5456,2113.8593376302083,1236.254083390168,1652.0,4596
L3D123I76U6OQUPFR7OP7N3P3X2888,1113,15934,3100.217436328125,1805.1999320870939,2888.0,14821
L3D123I76YKAQUPFR7OP7N3P3XW888,1088,3521,2139.68586328125,636.4262873064183,2007.0,2433
L3D123I7767VQUPFX6UWMU3P3X2888,1075,5507,2993.8304765625,1182.281463613132,3268.0,4432
L3D123I77DTSIUG5TL4GBQ3P3W2888,2031,3497,2683.418348697917,336.78442544548915,2701.0,1466
L3D123I7B2UJIUPFR7OU223P3XG888,2253,4976,3629.7597647135417,517.0159300157027,3677.0,2723
L3D123I7B2XYIUPFR7OU223P3XE888,2253,4743,3664.976344401042,525.4290463585063,3698.0,2490
L3D123I7CRRJYUPFX6UWMU3P3WI888,849,5675,2891.4476299479165,724.6848043652844,2886.0,4826
L3D123I7CTQ7IUPFX6UWMU3P3WW888,1126,4194,2667.33051640625,785.2999552133715,2793.0,3068
L3D123I7CUNYYUPFX6UWMU3P3WY888,661,6189,2841.794843359375,835.5596073258183,2904.0,5528
L3D123I7CV56YUPFRYIOJE3P3XC888,774,3299,2184.7197404947915,505.2781544654393,2254.0,2525
L3D123I7CVB5QUG5TL4JUW3P3XO888,1878,3534,2762.329022916667,322.16364974592983,2775.0,1656
L3D123I7D2P4IUPFR7OOLD3P3W6888,1905,15260,2677.8083940104166,390.39660872044703,2765.0,13355
L3D123I7DHCLAUPFX6UWMU3P3XU888,1318,3988,2755.8729095052086,546.3106768559755,2839.0,2670
L3D123I7DK5HYUPFR7OOLD3P3WC888,1380,5851,3542.2163919270834,1144.0259756836188,4033.0,4471
L3D123I7DLC3YUPFR24T363P3XY888,1031,5888,3331.9071606770835,1058.3403225156976,3222.0,4857
L3D123I7F4APQUPFR24T363P3XU888,2253,9706,4286.740448697917,1437.6540648530822,3790.0,7453
L3D123I7F4QQYUPFR24T363P3XQ888,2253,10526,4332.923998177083,1511.8717256969078,3806.0,8273
L3D123I7FCQGAUG5TL43KW3P3W2888,1360,25876,3213.9507020833335,844.339501887007,3398.0,24516
L3D123I7GUDOQUPFR24T363P3X4888,1476,4121,2879.048219921875,432.7147214181659,2920.0,2645
L3D123I7GUXQAUG5TL43KW3P3W2888,1057,2142,1563.04748359375,226.292962058787,1547.0,1085
L3D123I7J63WAUPFR7OW7K3P3WG888,1617,15069,3953.6160591145835,2647.0816497495807,3503.0,13452
L3D123I7JZLNQUPFR24EXZ3P3XW888,1280,16946,2673.438774088542,1183.8875292776975,2422.0,15666
L3D123I7JZXHAUPFRYIB3L3P3WK888,1009,3166,1962.859908984375,565.6058177575156,1862.0,2157
L3D123I7L2VCAUG5TL4MMB3P3WG888,1063,3592,2339.6456171875,640.4582320231412,2234.0,2529
L3D123I7L2WXQUPFR7OW7K3P3XQ888,1193,4762,3016.570302734375,796.5654571809727,3054.0,3569
L3D123I7LDUSQUPFRYIB3L3P3W4888,944,3706,2050.4217641927085,849.651475617658,1853.0,2762
L3D123I7LR67IUG5TL4MMB3P3WA888,1827,16020,4215.215573697917,2319.4133425974587,3909.0,14193
L3D123I7LX2GIUPFR7OW7K3P3WA888,2251,3821,2904.8483071614583,252.1371584524696,2861.0,1570
L3D123I7LZKGYUPFR7OW7K3P3XC888,2251,3783,3007.126709375,277.1992792573169,2966.0,1532
L3D123I7LZRPAUPFR7OW7K3P3WG888,2251,3993,3133.13258125,297.89162094762895,3113.0,1742
L3D123I7M64PAUG5TL4MMB3P3XA888,1166,3670,2911.905871875,366.86100018050104,2950.0,2504
L3D123I7N445QUG5TL4MMB3P3WY888,592,3206,1513.7339365885416,822.5542486061184,1180.0,2614
L3D123I7N44ZIUG5TL4MMB3P3WW888,710,3473,1738.8741567708332,777.7325799089058,1354.0,2763
L3D123I7N4DSQUG5TL4MMB3P3XC888,821,3485,1798.416675390625,807.4300435907418,1394.0,2664
L3D123I7N4ELAUG5TL4MMB3P3XE888,611,3323,1445.7802467447916,802.3213116499196,1078.0,2712
L3D123I7N4GZAUG5TL4MMB3P3WC888,947,3534,1779.2817677083333,807.5200332658683,1376.0,2587
L3D123I7NAUVYUPFR24EXZ3P3UI888,1801,19193,3183.7385438802085,2528.9905921936715,2592.0,17392
L3D123I7NBTMIUPFR24EXZ3P3WK888,915,15151,3195.92019453125,3421.0048015336065,2388.0,14236
L3D123I7NDKDQUPFRYIB3L3P3WC888,771,5341,2224.6904618489584,987.1304488101023,2427.0,4570
L3D123I7NQ4EYUPFX6U5UV3P3X6888,2234,5107,3643.205404557292,693.6477714619649,3639.0,2873
L3D123I7NWUVAUPFX6U5UV3P3WC888,1504,8701,3662.0917522135414,1151.3430719269163,3540.0,7197
L3D123I7OMS5IUPFX6U5UV3P3WK888,913,5148,3113.686880859375,962.2446540493936,3295.0,4235
L3D123I7OMSWQUPFX6U5UV3P3W4888,913,5148,3113.686880859375,962.2446540493936,3295.0,4235
L3D123I7OMSYYUPFX6U5UV3P3WW888,1261,5331,2968.765251171875,889.009696088998,2710.0,4070
L3D123I7OMTRQUPFX6U5UV3P3W4888,1419,5609,3110.334010286458,868.3649254056497,2930.0,4190
L3D123I7OMUKAUPFX6U5UV3P3XO888,940,6244,3330.9897061197917,1264.1506582131865,3160.0,5304
L3D123I7ONNGIUPFX6U5UV3P3WO888,751,6118,3106.9731779947915,951.2637805591188,2875.0,5367
L3D123I7ONOBQUPFX6U5UV3P3X6888,1212,6024,3390.95091640625,1058.840995032604,3085.0,4812
L3D123I7ONOVAUPFX6U5UV3P3WW888,1622,6199,3441.799462890625,1120.2067301310183,3124.0,4577
L3D123I7ORURAUPFR7OW7K3P3WG888,1986,3829,2919.6821302083335,432.19707301695195,2977.0,1843
L3D123I7P7RAIUG5TL4MMB3P3XI888,1778,4529,3237.068542578125,716.2483013693961,3289.0,2751
L3D123I7QGXZYUPFR7ODMO3P3WW888,1046,3634,2451.701735286458,542.78602883306,2452.0,2588
L3D123I7RKQOYUPFR7OWN23P3WE888,866,20937,4225.14439375,3346.590089901202,3822.0,20071
L3D123I7RL27QUPFR7OWN23P3WW888,1586,5063,3264.5477639322917,760.7280722448853,3211.0,3477
L3D123I7S34FQUPFR24HBI3P3WM888,1130,3814,2415.1423796875,544.8421777127238,2453.0,2684
L3D123I7S3HZQUPFR24HBI3P3WC888,2414,16964,3963.842420703125,2537.9888507590977,3195.0,14550
L3D123I7S3HZQUPFR24HBI3P3XO888,2064,9347,2950.7388860677083,310.1666591114074,2951.0,7283
L3D123I7SDIIIUPFRYIQOY3P3WO888,1897,4657,3154.81410390625,613.4672989622404,3063.0,2760
L3D123I7SF7EIUPFX6U5643P3WG888,1393,3710,2423.5547032552086,660.4079048481623,2315.0,2317
L3D123I7SHH4AUPFRYIQOY3P3WG888,673,3986,2557.7951098958333,792.5633335035853,2770.0,3313
